Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Purchases,Children_at_home,Living_With,Family_Size
Graduate,27421.0,14,3.784189633918261,2.5649493574615367,4.574710978503383,4.3694478524670215,3.713572066704308,4.02535169073515,3,4,1,6,7,0,0,0,0,0,0,0,72,4825,23.03222157978966,14,0,Alone,1
Undergraduate,35688.0,94,4.30406509320417,1.3862943611198906,4.51085950651685,2.5649493574615367,0.6931471805599453,3.4965075614664802,7,4,1,4,8,0,0,0,0,0,0,0,53,4937,16.955823060328875,16,3,Partner,5
Postgraduate,36143.0,33,2.5649493574615367,0.0,0.6931471805599453,0.0,0.0,1.9459101490553132,1,0,1,2,3,0,0,0,0,0,0,0,45,4352,5.204006687076795,4,1,Alone,2
Graduate,10245.0,32,1.6094379124341003,2.0794415416798357,2.0794415416798357,1.9459101490553132,1.6094379124341003,2.6390573296152584,3,1,2,2,5,0,0,0,0,0,0,0,55,4671,11.962726386898444,8,1,Alone,2
Postgraduate,43795.0,11,5.752572638825633,2.4849066497880004,3.9889840465642745,1.6094379124341003,1.3862943611198906,4.68213122712422,3,7,3,4,7,0,1,0,0,0,0,1,58,4517,19.904326835856118,17,1,Partner,3
Graduate,63381.0,78,6.349138991379798,3.9318256327243257,4.962844630259907,3.5263605246161616,3.9318256327243257,5.075173815233827,4,4,5,13,2,0,0,0,0,0,0,0,66,4893,27.777169226938348,26,1,Partner,3
Graduate,38823.0,56,4.2626798770413155,0.0,2.4849066497880004,1.0986122886681098,2.1972245773362196,3.1780538303479458,1,2,1,3,6,0,0,0,0,0,0,0,77,4929,13.22147722318159,7,1,Partner,3
PhD,83664.0,57,6.7650389767805414,3.091042453358316,5.0238805208462765,3.367295829986474,3.091042453358316,4.465908118654584,3,2,2,12,5,0,0,0,0,0,0,0,58,4678,25.80420835298451,19,2,Alone,3
Graduate,90300.0,7,6.38856140554563,4.90527477843843,6.668228248417403,3.5263605246161616,4.90527477843843,4.060443010546419,0,5,6,8,1,0,0,1,0,0,0,0,47,4438,30.45414274600247,19,0,Partner,2
Postgraduate,62499.0,0,4.948759890378168,1.6094379124341003,4.127134385045092,0.0,2.6390573296152584,1.6094379124341003,2,3,1,6,4,0,0,0,0,0,0,0,47,4463,14.933827429906719,12,1,Partner,3
Graduate,74293.0,66,5.929589143389895,5.030437921392435,5.817111159963204,4.543294782270004,4.5217885770490405,4.406719247264253,1,5,4,6,2,0,0,0,0,0,0,0,33,4317,30.24894083132883,16,0,Alone,1
PhD,51012.0,86,4.634728988229636,2.302585092994046,4.1588830833596715,1.0986122886681098,2.302585092994046,3.2188758248682006,1,4,1,4,6,0,0,0,0,0,0,0,80,4698,17.71627037111371,10,0,Partner,2
Postgraduate,70777.0,80,6.318968113746434,3.58351893845611,4.736198448394496,0.0,2.0794415416798357,4.3694478524670215,3,5,3,12,3,0,0,0,0,0,0,0,58,4385,21.0875748947439,23,1,Partner,3
PhD,68682.0,56,6.824373670043086,0.0,6.226536669287466,4.605170185988092,3.4339872044851463,3.828641396489095,1,4,9,10,2,0,0,0,0,0,0,0,35,4527,24.91870912629288,24,0,Partner,2
Graduate,43824.0,18,4.574710978503383,0.6931471805599453,3.7612001156935624,2.5649493574615367,1.3862943611198906,3.4965075614664802,4,3,1,4,8,0,0,0,0,0,0,0,55,4913,16.4768095548048,12,2,Partner,4
Graduate,15345.0,51,1.791759469228055,1.0986122886681098,2.833213344056216,1.3862943611198906,1.0986122886681098,2.995732273553991,2,1,1,2,8,0,0,0,0,0,0,1,42,4928,11.204224025294371,6,1,Partner,3
Graduate,23442.0,71,1.0986122886681098,0.0,1.9459101490553132,2.1972245773362196,1.9459101490553132,1.791759469228055,1,1,0,3,7,0,0,0,0,0,0,0,39,4813,8.97941663334301,5,1,Alone,2
Undergraduate,14515.0,71,1.9459101490553132,1.6094379124341003,2.302585092994046,1.9459101490553132,3.6109179126442243,3.58351893845611,4,2,2,3,7,0,0,0,0,0,0,1,46,4858,14.998280154639108,11,1,Partner,3
Undergraduate,31395.0,80,3.1780538303479458,0.6931471805599453,3.258096538021482,0.0,2.1972245773362196,2.0794415416798357,4,2,1,3,6,0,0,0,0,0,0,0,70,4724,11.405963667945429,10,2,Alone,3
Graduate,75276.0,2,6.415096959171596,4.663439094112067,4.836281906951478,4.927253685157205,3.7612001156935624,3.091042453358316,1,9,4,9,5,0,0,0,0,0,0,0,61,4901,27.694314214444223,23,0,Partner,2
Graduate,42373.0,83,4.219507705176107,1.791759469228055,4.127134385045092,1.3862943611198906,2.1972245773362196,2.995732273553991,5,2,1,5,5,0,0,0,0,0,0,0,52,4579,16.717652771459356,13,2,Alone,3
Graduate,30507.0,29,4.189654742026425,3.6109179126442243,4.31748811353631,3.6635616461296463,3.044522437723423,4.709530201312334,1,5,1,4,7,0,0,0,0,0,0,0,66,4736,23.535675053372362,11,0,Partner,2
PhD,55521.0,11,6.0330862217988015,0.0,3.295836866004329,0.0,0.0,1.6094379124341003,9,6,3,6,7,0,1,0,0,0,0,1,71,4511,10.93836100023723,24,3,Alone,4
Graduate,48006.0,55,3.1780538303479458,0.0,2.4849066497880004,1.3862943611198906,1.0986122886681098,1.0986122886681098,1,1,0,3,6,0,0,0,0,0,0,0,61,4281,9.246479418592056,5,2,Partner,4
PhD,27213.0,19,2.995732273553991,1.3862943611198906,3.295836866004329,2.3978952727983707,2.302585092994046,1.3862943611198906,3,2,0,4,8,0,0,0,0,0,0,1,54,4929,13.764638227590517,9,1,Alone,2
PhD,65808.0,1,5.049856007249537,2.0794415416798357,4.394449154672439,2.6390573296152584,2.0794415416798357,2.3978952727983707,3,5,1,5,6,0,0,0,0,0,0,0,55,4291,18.640140847695278,14,2,Alone,3
PhD,30351.0,19,2.70805020110221,0.0,3.2188758248682006,1.3862943611198906,1.3862943611198906,1.0986122886681098,1,3,0,2,9,0,0,0,0,0,0,0,52,4649,9.7981270368783,6,1,Partner,3
Graduate,50437.0,28,5.916202062607435,2.302585092994046,4.532599493153256,1.9459101490553132,2.302585092994046,1.6094379124341003,3,7,1,8,7,0,0,0,0,0,0,0,63,4881,18.609319803238197,19,2,Partner,4
Undergraduate,23616.0,76,1.6094379124341003,3.1354942159291497,2.4849066497880004,1.3862943611198906,2.0794415416798357,3.4965075614664802,2,3,0,3,8,0,0,0,0,0,0,1,44,4850,14.192082242417458,8,1,Alone,2
Graduate,53858.0,50,6.0112671744041615,3.9889840465642745,5.402677381872279,4.07753744390572,5.017279836814924,3.295836866004329,4,4,3,6,4,0,0,0,0,0,0,0,50,4858,27.79358274956569,17,1,Partner,3
PhD,66465.0,1,7.0909098220799835,0.0,5.3230099791384085,3.6635616461296463,3.4011973816621555,2.70805020110221,3,11,9,12,6,0,0,0,1,0,0,0,71,4717,22.186729030112403,35,1,Partner,3
Graduate,46923.0,90,4.454347296253507,3.8066624897703196,4.007333185232471,4.634728988229636,4.3694478524670215,1.9459101490553132,3,5,1,7,7,0,0,0,0,0,0,0,39,4937,23.21842996100827,16,1,Alone,2
Graduate,75072.0,83,6.369900982828227,3.5553480614894135,5.736572297479192,0.0,3.1354942159291497,4.836281906951478,2,5,4,8,3,0,0,0,0,0,0,0,64,4783,23.633597464677457,19,1,Partner,3
PhD,75865.0,73,6.182084906716632,0.0,6.3835066348840055,5.056245805348308,0.0,2.5649493574615367,1,3,5,10,1,0,0,0,0,0,0,0,83,4351,20.18678670441048,19,0,Partner,2
Undergraduate,19789.0,24,1.0986122886681098,1.791759469228055,2.302585092994046,3.367295829986474,1.9459101490553132,3.367295829986474,3,2,1,3,5,1,0,0,0,0,0,0,51,4482,13.873458659918473,9,1,Partner,3
Graduate,80134.0,11,6.874198495453294,3.295836866004329,5.645446897643238,3.970291913552122,3.295836866004329,3.295836866004329,1,2,7,11,5,0,1,1,1,1,0,0,32,4396,26.37744790466164,21,0,Partner,2
Graduate,91065.0,33,6.71295620067707,4.74493212836325,4.6913478822291435,5.19295685089021,4.927253685157205,4.74493212836325,1,7,9,9,3,0,0,1,1,0,0,1,45,4753,31.014378875680126,26,0,Alone,1
Postgraduate,49505.0,4,6.405228458030842,0.0,4.61512051684126,2.995732273553991,0.0,3.367295829986474,9,10,2,8,8,0,0,0,0,0,0,0,55,4742,17.383377078412565,29,2,Partner,4
PhD,37401.0,14,2.995732273553991,1.3862943611198906,2.995732273553991,1.3862943611198906,0.6931471805599453,1.3862943611198906,2,2,0,3,7,0,0,0,0,0,0,0,53,4315,10.843494811027599,7,1,Partner,3
Graduate,30096.0,30,1.791759469228055,1.3862943611198906,2.4849066497880004,2.5649493574615367,1.791759469228055,2.302585092994046,1,2,0,3,6,0,0,0,0,0,0,0,43,4299,12.322254399819581,6,1,Partner,3
Postgraduate,18492.0,75,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453,1,1,0,2,8,0,0,0,0,0,0,0,44,4285,5.78074351579233,4,1,Partner,3
Postgraduate,82584.0,26,6.981934677156389,4.23410650459726,4.6443908991413725,3.4011973816621555,4.5217885770490405,4.23410650459726,1,3,4,8,1,0,1,1,0,0,0,1,52,4651,28.01752454420348,16,0,Partner,2
PhD,93027.0,77,7.1592919047975645,3.7612001156935624,6.57507584059962,4.02535169073515,0.0,3.091042453358316,0,7,10,5,2,0,0,1,0,0,0,0,85,4703,24.611962005184214,22,0,Partner,2
Graduate,48686.0,8,2.3978952727983707,0.0,2.0794415416798357,1.0986122886681098,0.0,0.6931471805599453,1,1,0,2,8,0,0,0,0,0,0,0,73,4468,6.269096283706262,4,3,Partner,5
Graduate,92910.0,42,6.313548046277095,4.927253685157205,6.675823221634848,5.19295685089021,4.6443908991413725,3.5263605246161616,1,6,7,13,1,0,1,1,1,0,0,0,40,4327,31.28033322771689,27,0,Partner,2
Graduate,75433.0,28,6.68586094706836,0.0,5.697093486505405,0.0,3.5553480614894135,4.060443010546419,2,2,5,10,6,0,1,0,1,0,0,0,37,4346,19.998745505609598,19,1,Partner,3
Undergraduate,10404.0,52,1.0986122886681098,1.0986122886681098,2.4849066497880004,2.3978952727983707,1.9459101490553132,2.5649493574615367,2,1,0,4,5,0,0,0,0,0,0,0,37,4317,11.59088600643944,7,1,Partner,3
Graduate,61314.0,1,5.937536205082426,0.0,5.247024072160486,4.584967478670572,5.153291594497779,5.153291594497779,2,5,5,12,3,0,0,0,0,0,0,0,58,4691,26.076110944909043,24,1,Partner,3
PhD,84865.0,1,7.130098510125578,2.833213344056216,5.857933154483459,3.784189633918261,2.833213344056216,2.833213344056216,1,2,4,9,4,0,1,1,1,1,0,1,65,4677,25.27186133069594,16,0,Alone,1
Graduate,42387.0,42,5.4638318050256105,0.0,5.4638318050256105,2.995732273553991,1.6094379124341003,5.2574953720277815,5,8,1,7,8,0,0,0,0,0,0,0,37,4869,20.790329168067093,21,1,Partner,3
Undergraduate,67309.0,76,6.246106765481563,3.871201010907891,5.204006687076795,5.0106352940962555,4.564348191467836,4.564348191467836,15,9,6,9,7,0,0,0,0,0,0,0,59,4783,29.460646140498177,39,2,Partner,4
Graduate,75236.0,27,6.0844994130751715,4.204692619390966,5.993961427306569,2.5649493574615367,3.6635616461296463,4.74493212836325,1,8,3,13,4,0,0,0,0,0,0,0,62,4477,27.25659659172714,25,1,Partner,3
Graduate,30015.0,28,3.258096538021482,0.0,3.1354942159291497,1.0986122886681098,1.3862943611198906,1.791759469228055,2,1,0,4,5,0,0,0,0,0,0,0,56,4408,10.670256872966686,7,1,Alone,2
Postgraduate,50943.0,49,3.4657359027997265,0.0,2.0794415416798357,1.0986122886681098,0.0,1.9459101490553132,1,1,0,3,5,0,0,0,0,0,0,0,70,4634,8.589699882202986,5,1,Partner,3
Graduate,67272.0,12,5.8805329864007,3.58351893845611,5.605802066295998,3.367295829986474,3.367295829986474,2.70805020110221,3,6,2,12,5,0,0,0,0,0,0,0,60,4451,24.512495852227968,23,1,Alone,2
Postgraduate,51529.0,14,5.993961427306569,1.6094379124341003,3.58351893845611,1.9459101490553132,0.0,3.1354942159291497,2,9,1,5,8,0,0,0,0,0,0,0,77,4556,16.268322643181243,17,1,Alone,2
PhD,32011.0,89,4.605170185988092,0.0,2.772588722239781,1.0986122886681098,0.6931471805599453,1.791759469228055,3,2,1,4,7,0,0,0,0,0,0,0,55,4572,10.961277846683982,10,1,Partner,3
Undergraduate,7500.0,96,0.6931471805599453,2.4849066497880004,1.791759469228055,1.6094379124341003,1.9459101490553132,2.302585092994046,2,2,0,3,8,0,0,0,0,0,0,0,40,4768,10.827746454059461,7,1,Partner,3
Graduate,28691.0,56,1.791759469228055,1.6094379124341003,2.6390573296152584,2.1972245773362196,0.0,1.6094379124341003,1,1,0,3,8,0,0,0,0,0,0,0,37,4621,9.846917201047733,5,1,Partner,3
PhD,56223.0,72,4.356708826689592,3.367295829986474,3.4657359027997265,2.833213344056216,0.0,1.6094379124341003,2,2,1,5,4,0,0,0,0,0,0,0,78,4452,15.632391815966109,10,1,Partner,3
Graduate,18100.0,14,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.6094379124341003,1.3862943611198906,0.6931471805599453,1,0,0,3,5,0,0,0,0,0,0,0,80,4588,6.866933284461882,4,0,Partner,2
Graduate,30279.0,13,2.3978952727983707,1.6094379124341003,2.70805020110221,1.6094379124341003,1.6094379124341003,0.6931471805599453,1,1,0,3,8,0,0,0,0,0,0,0,37,4807,10.627406391762825,5,1,Alone,2
Undergraduate,20130.0,99,0.0,1.9459101490553132,1.3862943611198906,2.0794415416798357,1.9459101490553132,2.5649493574615367,1,1,0,3,8,0,0,0,0,0,0,0,52,4365,9.92250555837189,5,0,Partner,2
Graduate,23295.0,72,0.0,0.0,0.6931471805599453,1.0986122886681098,2.5649493574615367,1.791759469228055,1,1,0,2,8,0,0,0,0,0,0,0,67,4612,6.148468295917647,4,0,Alone,1
Postgraduate,42618.0,92,4.343805421853684,2.70805020110221,4.31748811353631,2.6390573296152584,1.791759469228055,2.3978952727983707,2,5,0,4,8,0,0,0,0,0,0,0,54,4524,18.198055808133887,11,1,Alone,2
Graduate,81246.0,87,5.988961416889864,5.25227342804663,6.2878585601617845,4.127134385045092,5.056245805348308,3.6375861597263857,1,4,5,7,1,1,0,0,1,0,0,0,62,4443,30.350059755218062,17,0,Alone,1
Graduate,24027.0,7,2.70805020110221,2.0794415416798357,2.4849066497880004,2.4849066497880004,0.0,1.791759469228055,2,2,0,3,8,0,0,0,0,0,0,0,50,4646,11.549064511586101,7,1,Partner,3
PhD,55707.0,91,5.342334251964811,2.0794415416798357,4.418840607796598,3.4339872044851463,4.204692619390966,3.58351893845611,2,3,2,9,3,0,0,0,0,0,0,0,73,4450,23.062815163773465,16,1,Partner,3
Graduate,57959.0,71,6.066108090103747,2.833213344056216,5.777652323222656,3.784189633918261,3.2188758248682006,3.5263605246161616,5,4,7,11,3,0,0,0,0,0,0,0,71,4684,25.20639974078524,27,1,Alone,2
Graduate,56796.0,24,6.48768401848461,3.6635616461296463,5.087596335232384,4.143134726391533,3.871201010907891,3.6375861597263857,3,8,9,7,7,0,0,0,0,0,0,0,57,4759,26.89076389687245,27,1,Partner,3
Postgraduate,36230.0,17,2.70805020110221,1.0986122886681098,3.4339872044851463,2.1972245773362196,1.0986122886681098,1.3862943611198906,1,2,0,4,5,0,0,0,0,0,0,0,55,4516,11.922780921379685,7,1,Alone,2
Undergraduate,70829.0,87,4.955827057601261,4.2626798770413155,4.672828834461906,4.290459441148391,2.995732273553991,3.1780538303479458,2,4,2,8,3,0,0,0,0,0,0,0,46,4471,24.355581314154808,16,2,Partner,4
Graduate,65991.0,21,6.230481447578482,2.995732273553991,5.8998973535824915,3.258096538021482,3.871201010907891,2.302585092994046,3,9,5,10,7,0,0,0,0,0,0,0,50,4921,24.557993716638386,27,1,Partner,3
Graduate,38988.0,90,5.10594547390058,3.2188758248682006,4.6443908991413725,2.5649493574615367,1.3862943611198906,3.7612001156935624,7,5,1,6,8,0,0,0,0,0,0,0,54,4939,20.681656032185142,19,3,Partner,5
Undergraduate,89572.0,44,6.408528791059498,3.2188758248682006,6.882437470997847,5.288267030694535,5.272999558563747,4.174387269895637,1,7,7,9,4,0,1,0,1,0,0,1,60,4913,31.245495946079462,24,0,Alone,1
Postgraduate,42207.0,71,4.762173934797756,2.4849066497880004,4.290459441148391,1.3862943611198906,2.8903717578961645,3.8501476017100584,4,4,1,5,6,1,0,0,0,0,0,1,42,4715,19.66435374646026,14,1,Partner,3
Graduate,50300.0,52,4.969813299576001,2.772588722239781,4.110873864173311,3.2188758248682006,3.1780538303479458,1.791759469228055,2,2,1,8,2,0,0,0,0,0,0,0,74,4296,20.041965010433294,13,1,Partner,3
Undergraduate,66664.0,78,5.988961416889864,4.574710978503383,6.104793232414985,5.3981627015177525,4.574710978503383,3.4965075614664802,1,5,7,6,3,0,0,0,0,0,0,0,44,4903,30.137846869295846,19,0,Partner,2
Graduate,60597.0,2,6.259581464064923,0.0,5.552959584921617,3.4965075614664802,2.833213344056216,4.204692619390966,4,2,2,8,7,0,0,0,1,0,0,1,62,4440,22.346954573900202,16,1,Partner,3
Graduate,70165.0,60,5.087596335232384,0.0,5.537334267018537,5.298317366548036,5.2574953720277815,4.812184355372417,1,3,7,11,1,0,0,0,0,0,0,0,77,4541,25.992927696199153,22,0,Alone,1
PhD,50520.0,25,4.727387818712341,0.0,1.9459101490553132,1.0986122886681098,0.6931471805599453,2.70805020110221,2,3,1,3,6,0,0,0,0,0,0,0,68,4413,11.17310763809792,9,1,Alone,2
Graduate,80124.0,47,6.182084906716632,4.442651256490317,5.988961416889864,5.327876168789581,4.442651256490317,5.488937726156687,1,3,7,8,1,1,0,0,0,0,0,0,63,4264,31.87316273153339,19,0,Partner,2
Graduate,33183.0,46,2.0794415416798357,1.791759469228055,3.6888794541139363,2.8903717578961645,2.772588722239781,3.6375861597263857,2,4,0,3,7,0,0,0,0,0,0,0,51,4386,16.86062710488416,9,1,Partner,3
PhD,66582.0,83,6.672032945461067,3.258096538021482,6.042632833682381,2.833213344056216,3.6635616461296463,0.0,1,2,8,9,1,0,0,0,0,0,0,0,57,4379,22.469537307350794,20,0,Alone,1
PhD,75261.0,17,7.122866658599083,2.8903717578961645,6.025865973825314,3.1780538303479458,3.5553480614894135,2.8903717578961645,1,5,6,5,2,0,1,1,0,0,0,1,71,4693,25.66287804005409,17,0,Partner,2
Graduate,31880.0,13,1.6094379124341003,0.6931471805599453,1.791759469228055,1.0986122886681098,0.0,1.3862943611198906,1,1,0,2,8,0,0,0,0,0,0,0,56,4867,6.579251212010101,4,1,Alone,2
Graduate,53790.0,86,5.817111159963204,3.7612001156935624,4.852030263919617,3.367295829986474,1.791759469228055,1.791759469228055,3,7,2,8,6,0,0,0,0,0,0,0,75,4376,21.381156308018966,20,2,Partner,4
PhD,49269.0,92,6.461468176353717,2.1972245773362196,5.117993812416755,2.4849066497880004,2.1972245773362196,4.07753744390572,3,7,3,12,7,0,0,0,0,0,0,0,55,4944,22.536355237136632,25,1,Partner,3
Graduate,61456.0,47,6.335054251498059,4.343805421853684,5.953243334287785,4.442651256490317,5.262690188904886,4.499809670330265,4,6,10,13,4,0,0,0,0,0,0,0,51,4720,30.837254123364993,33,1,Partner,3
Graduate,37406.0,18,1.0986122886681098,0.0,2.1972245773362196,1.0986122886681098,1.0986122886681098,1.3862943611198906,1,1,0,2,8,0,0,0,0,0,0,1,46,4523,6.87935580446044,4,1,Partner,3
PhD,56937.0,81,6.616065185132817,2.1972245773362196,4.836281906951478,2.4849066497880004,2.1972245773362196,2.1972245773362196,7,8,6,9,6,0,1,0,0,0,0,1,45,4955,20.52892747388095,30,1,Partner,3
Graduate,38415.0,91,3.1354942159291497,0.6931471805599453,2.6390573296152584,1.6094379124341003,0.0,1.6094379124341003,2,1,0,3,7,0,0,0,0,0,0,0,48,4804,9.686574550972553,6,2,Partner,4
Graduate,20518.0,58,1.6094379124341003,0.6931471805599453,1.9459101490553132,1.6094379124341003,0.6931471805599453,2.302585092994046,1,1,1,2,5,0,0,0,0,0,0,0,38,4303,8.85366542803745,5,1,Alone,2
Graduate,62503.0,40,6.171700597410915,0.0,5.267858159063328,4.709530201312334,4.330733340286331,4.770684624465665,4,8,3,11,5,0,0,0,0,0,0,0,70,4757,25.250506922538577,26,1,Partner,3
PhD,41644.0,67,3.044522437723423,1.3862943611198906,1.6094379124341003,1.0986122886681098,0.0,1.0986122886681098,2,1,0,3,3,0,0,0,0,0,0,0,54,4312,8.237479288613633,6,2,Alone,3
Postgraduate,55842.0,19,6.113682179832232,0.0,3.6888794541139363,0.0,1.6094379124341003,3.2188758248682006,1,7,1,8,5,0,0,0,0,0,0,0,49,4298,14.630875371248468,17,1,Partner,3
PhD,62010.0,93,5.918893854273146,3.1354942159291497,3.6888794541139363,1.9459101490553132,0.0,4.532599493153256,4,6,2,7,5,0,0,0,0,0,0,0,54,4875,19.221777166524802,19,1,Partner,3
Graduate,41124.0,41,5.641907070938114,2.0794415416798357,4.442651256490317,2.772588722239781,0.0,4.787491742782046,7,7,3,4,8,0,0,0,0,0,0,0,49,4867,19.724080334130093,21,1,Partner,3
Postgraduate,38961.0,60,2.995732273553991,2.0794415416798357,2.995732273553991,0.0,0.6931471805599453,3.2188758248682006,1,2,1,2,7,0,0,0,0,0,0,0,53,4442,11.982929094215963,6,1,Partner,3
Postgraduate,37760.0,54,3.295836866004329,1.3862943611198906,2.6390573296152584,1.0986122886681098,2.3978952727983707,0.0,1,2,0,3,6,0,0,0,0,0,0,0,54,4583,10.817696118205959,6,1,Alone,2
Graduate,32233.0,26,4.9344739331306915,2.772588722239781,3.58351893845611,3.258096538021482,2.4849066497880004,4.290459441148391,2,6,2,2,9,1,0,0,0,0,0,1,52,4940,21.324044222784458,12,1,Alone,2
Graduate,43057.0,30,5.365976015021851,1.0986122886681098,3.8066624897703196,0.0,1.0986122886681098,1.791759469228055,4,4,2,5,5,0,0,0,0,0,0,0,51,4503,13.161622551356444,15,1,Partner,3
Postgraduate,83151.0,93,6.0112671744041615,3.367295829986474,4.61512051684126,4.795790545596741,4.31748811353631,2.9444389791664403,1,5,9,4,3,0,0,0,0,0,0,0,66,4888,26.051401159531387,19,0,Partner,2
PhD,78825.0,35,6.182084906716632,4.31748811353631,4.74493212836325,5.135798437050262,3.6375861597263857,2.9444389791664403,1,5,10,13,3,0,0,0,0,0,0,1,62,4914,26.962328724559278,29,0,Alone,1
Postgraduate,65104.0,4,6.6052979209482015,0.0,5.4510384535657,2.6390573296152584,3.044522437723423,3.9318256327243257,2,3,5,7,7,0,0,0,0,0,0,0,50,4488,21.67174177457691,17,1,Partner,3
Graduate,60093.0,92,6.220590170099739,2.5649493574615367,4.700480365792417,2.833213344056216,1.9459101490553132,4.51085950651685,2,7,2,10,6,0,0,0,0,0,0,0,52,4629,22.77600289298207,21,1,Partner,3
Graduate,14045.0,24,2.4849066497880004,0.0,1.791759469228055,1.0986122886681098,0.6931471805599453,0.6931471805599453,1,1,0,3,7,0,0,0,0,0,0,0,57,4415,6.761572768804056,5,1,Partner,3
Undergraduate,28457.0,96,3.2188758248682006,0.6931471805599453,4.6913478822291435,3.4011973816621555,3.4011973816621555,2.70805020110221,1,4,1,4,8,0,0,0,0,0,0,0,74,4870,18.11381585208381,10,0,Alone,1
PhD,78952.0,11,7.065613363597717,2.995732273553991,6.38856140554563,4.605170185988092,4.343805421853684,4.90527477843843,2,2,5,12,6,0,0,0,0,0,0,0,68,4904,30.304157428977547,21,1,Partner,3
Graduate,46310.0,99,5.225746673713202,1.0986122886681098,4.48863636973214,2.772588722239781,1.791759469228055,2.70805020110221,2,6,1,5,8,0,0,0,0,0,0,0,50,4834,18.0853937246835,14,1,Alone,2
Graduate,76005.0,72,6.891625897052253,3.044522437723423,5.966146739123692,5.484796933490655,3.9318256327243257,3.713572066704308,1,3,5,13,6,0,0,0,1,0,0,0,71,4753,29.03248970681866,22,0,Partner,2
Postgraduate,58308.0,77,6.539585955617669,0.0,4.248495242049359,2.3978952727983707,0.0,4.875197323201151,4,2,6,3,8,0,0,0,0,0,0,0,62,4794,18.06117379366655,15,1,Alone,2
PhD,55614.0,85,6.22455842927536,2.6390573296152584,4.882801922586371,2.1972245773362196,0.0,3.295836866004329,1,9,4,6,7,0,1,0,0,0,0,0,82,4475,19.23947912481754,20,0,Alone,1
Postgraduate,59432.0,88,5.762051382780177,3.258096538021482,5.583496308781699,3.258096538021482,2.995732273553991,2.5649493574615367,3,5,3,11,5,0,0,0,0,0,0,0,64,4703,23.422422398620366,22,1,Alone,2
